Location,Scenario,Similarity
Courthouse,Investigating a Haunting,0.6538
Backyard,Running from the Cops,0.6538
Pawn Shop,Lost in Translation,0.6538
Nursing Home,Bribing a health inspector with stale cookies,0.6538
Spaceship,Trying to start a fire by rubbing two sticks together,0.6538
Cabin In The Woods,High-Stakes Poker Game,0.6538
Prison,Losing Your Passport,0.6538
Village,Emergency Evacuation,0.6538
Car Wash,Office Holiday Party,0.6538
Prison,Accidentally destroying a child's sandcastle masterpiece,0.6538
Submarine,Falling asleep at the wheel of a parked car and screaming when you wake up,0.6538
Cruise Ship,Running from the Cops,0.6538
Medieval Village,Messy Divorce,0.6538
Garden,Speed Dating,0.6538
Ice Cream Parlor,Running into an Ex,0.6538
Movie Theater,Getting Ghosted,0.6538
Parking Lot,Interrupting a Wedding,0.6537
Astronaut Training Facility,Extreme Jet Lag,0.6537
Bowling Alley,High-Stakes Poker Game,0.6537
Green Room,Trying to escape a maze,0.6537
Shopping Mall,Sneaking into a celebrity's dressing room,0.6537
Ghost Town,Flirting with the Boss,0.6537
River,Trying to sell ice to an Eskimo,0.6537
Trailer Park,Getting Ghosted,0.6537
Cheap Motel,Amateur Ghost Hunting,0.6537
Mechanic's Shop,Starting a Cult,0.6537
Psychic's Shop,Starting a Cult,0.6537
Ambulance,Bumping into a Celebrity,0.6537
Psychiatric Ward,Accidentally locking yourself in a dog crate,0.6537
Tool Shed,Getting Locked Out,0.6537
Penthouse Suite,First Day at a New Job,0.6537
Prom,Lost in Translation,0.6537
Man Cave,Causing a Public Scene,0.6537
Man Cave,Escape Room Disaster,0.6537
Prison Cell,Running into an Ex,0.6537
Desert,Extreme Jet Lag,0.6537
Cheap Motel,Getting Ghosted,0.6537
Cruise Ship,Getting caught putting a fake bug in your soup for a free meal,0.6537
Man Cave,Discovering a secret room behind a bookcase,0.6537
Post-Apocalyptic World,Investigating a Haunting,0.6537
Backyard,Running Out of Gas,0.6537
Coral Reef,Speed Dating,0.6537
Cheap Motel,Flirting with the Boss,0.6537
Coral Reef,Finding a treasure map on the back of a fast-food receipt,0.6537
Bookstore,Losing Your Passport,0.6537
Military Helicopter,Lost in Translation,0.6537
Police Station,Staging an Intervention,0.6537
Submarine,Negotiating a Ransom,0.6537
Apartment Building,Hacking a Secure System,0.6537
City Bus,Dealing with a Karen,0.6537
Fishing Village,Speed Dating,0.6537
Waterfall,Spilling coffee on a priceless piece of art,0.6537
Castle,Investigating a Haunting,0.6537
Office Cubicle,Dealing with a Karen,0.6537
Morgue,Murder Mystery Dinner,0.6537
Tank,Hacking a Secure System,0.6537
Waterfall,Running from the Cops,0.6537
Clock Tower,Getting caught trying to steal a souvenir from a sacred temple,0.6537
Public Restroom,Messy Breakup,0.6537
Nature Hike,Running into an Ex,0.6537
Wedding Reception,Running into an Ex,0.6537
Convenience Store,Planning a Bank Heist,0.6536
Chicken Coop,Arguing with a Bouncer,0.6536
White House,Dealing with a Karen,0.6536
Green Room,Starting a Cult,0.6536
Workshop,Discovering a Conspiracy,0.6536
Ocean Floor,Amateur Ghost Hunting,0.6536
Maze,Getting trapped inside a mascot costume,0.6536
Pirate Ship,Negotiating a Ransom,0.6536
War Zone,Planning a Bank Heist,0.6536
Waiting Room,Investigating a Haunting,0.6536
Construction Site,Amateur Ghost Hunting,0.6536
On the phone,Trying to smuggle a koala onto a plane,0.6536
Vet Clinic,Extreme Jet Lag,0.6536
Bank Vault,First Day at a New Job,0.6536
Ice Cream Parlor,Lost in Translation,0.6536
Mountain,Extreme Jet Lag,0.6536
Emergency Room,Falling in Love at First Sight,0.6536
Lake House,Messy Breakup,0.6536
Birthday Party,Alien Abduction Attempt,0.6536
Bowling Alley,Drunk Calling the Ex,0.6536
Cabin In The Woods,Tinder Date from Hell,0.6536
Race Track (Horses),Taking a bite out of a decorative wax apple,0.6536
Fire Station,Investigating a Haunting,0.6536
Astronaut Training Facility,Sneaking into a celebrity's dressing room,0.6536
Camp,Getting Ghosted,0.6536
Factory,Running Out of Gas,0.6536
Archery Range,Evading Arrest,0.6536
Taxi,Getting caught putting a fake bug in your soup for a free meal,0.6536
Airport,Hacking a Secure System,0.6536
Workshop,Murder Mystery Dinner,0.6536
Bar,Getting caught putting a fake bug in your soup for a free meal,0.6536
Market,Getting Ghosted,0.6536
Haunted House,Scamming the Scammer,0.6536
Movie Theater,Interrupting a Wedding,0.6536
Nursing Home,Getting Stood Up,0.6536
Beach Party,Negotiating a Ransom,0.6536
Underwater City,Trying to escape a maze,0.6536
Small Town,Falling in Love at First Sight,0.6536
Hospital Room,Discovering a secret room behind a bookcase,0.6535
Recording Studio,Dealing with a Karen,0.6535
Jewelry Store,Murder Mystery Dinner,0.6535
Apartment Building,Backing over your neighbor's prized rose bush,0.6535
Public Restroom,Amateur Ghost Hunting,0.6535
Laboratory,Alien Abduction Attempt,0.6535
River,Spilling red wine on a white carpet,0.6535
Principal's Office,Getting Stood Up,0.6535
Amusement Park,Investigating a Haunting,0.6535
Carnival Funhouse,Getting trapped inside a mascot costume,0.6535
Lake,Trying to sell ice to an Eskimo,0.6535
Yacht Party,Cleaning Up After a Massive Party,0.6535
Beach,Causing a Public Scene,0.6535
Forest,Solving a Murder,0.6535
Courthouse,Office Holiday Party,0.6535
Therapist's Office,Awkward Morning After,0.6535
Car Wash,Flirting with the Boss,0.6535
Tattoo Parlor,Amateur Ghost Hunting,0.6535
Caravan,Interrupting a Wedding,0.6535
Medieval Castle,Arguing with a Bouncer,0.6535
Ballroom,Discovering a secret room behind a bookcase,0.6535
Lighthouse,Lost in Translation,0.6535
Backyard,Messy Divorce,0.6535
Bridge,Bumping into a Celebrity,0.6534
Courthouse,Starting a Bar Fight,0.6534
Virtual Reality World,Running from the Cops,0.6534
Bookstore,Causing a Public Scene,0.6534
Motel,Pretending to be a psychic to scam tourists,0.6534
Emergency Room,Not knowing how to use a manual can opener,0.6534
Ice Cream Parlor,Negotiating a Ransom,0.6534
Hot Springs,Swimming in a public fountain,0.6534
Penthouse Suite,Lads/Girls Holiday Vibe,0.6534
Bank Vault,Staging an Intervention,0.6534
Deli,Eating the last slice of pizza after someone else already claimed it,0.6534
Birthday Party,Escaping a boring party by crawling through a vent,0.6534
Green Room,Getting Ghosted,0.6534
Horse Racing Track,Investigating a Haunting,0.6534
Halloween Party,Trying to convince everyone the party isn't dead at 4 AM,0.6534
Black-Tie Event,Trying to sell ice to an Eskimo,0.6534
Park,Running from the Cops,0.6534
Art Gallery,First Day at a New Job,0.6534
White House,Trying to start a fire by rubbing two sticks together,0.6534
Salvage Yard,Amateur Ghost Hunting,0.6534
Hunting Cabin,Running into an Ex,0.6534
Pharmacy,Trying to escape a maze,0.6534
Salvage Yard,Investigating a Haunting,0.6534
Bomb Shelter,Speed Dating,0.6534
House Party,Stealing the Spotlight,0.6534
Medieval Castle,Trying to start a fire by rubbing two sticks together,0.6534
Gas Station,Office Holiday Party,0.6534
Living Room,Arguing Over the Bill,0.6534
White House,Arguing with a Bouncer,0.6534
Caravan,Trying to escape a maze,0.6534
Art Gallery,Getting Stood Up,0.6534
Prison Cell,Getting caught putting a fake bug in your soup for a free meal,0.6534
Empty Lot,Bumping into a Celebrity,0.6533
Jewelry Store,First Day at a New Job,0.6533
Hiking Trail,Getting Lost Without a Map,0.6533
Elevator,Getting your tongue stuck to a frozen pole,0.6533
Hiking Trail,Running Out of Gas,0.6533
Archery Range,Speed Dating,0.6533
Waiting Room,Discovering a Conspiracy,0.6533
Dragon's Lair,Running from the Cops,0.6533
Movie Theater,Awkward Blind Date,0.6533
Courtroom,Sneaking into a celebrity's dressing room,0.6533
Arctic Tundra,Solving a Murder,0.6533
Bookstore,Running into an Ex,0.6533
International Space Station,Getting bitten by a radioactive spider and getting terrible powers,0.6533
House Party,Messy Divorce,0.6533
Penthouse Suite,Starting a Cult,0.6533
On the phone,Getting arrested for stealing a traffic cone,0.6533
Ancient Ruins,Lost in Translation,0.6533
Public Restroom,Dropping the bride's ring down a sewer grate,0.6533
Rock Concert,Investigating a Haunting,0.6533
Library,Hacking a Secure System,0.6533
Run-Down Apartment,Double Date Drama,0.6533
Swamp,Causing a Public Scene,0.6533
Boarding School,Scamming the Scammer,0.6533
Beach Party,Firing a Friend,0.6533
Office Cubicle,Awkward Blind Date,0.6533
Frozen Tundra,Discovering a Conspiracy,0.6533
Recording Studio,Cult Initiation Ceremony,0.6533
Submarine,Getting caught putting a fake bug in your soup for a free meal,0.6533
Bookstore,Trying to escape a maze,0.6532
Egyptian Pyramids,Lost in Translation,0.6532
Secret Passageway,Interrupting a Wedding,0.6532
Fire Station,Getting Stood Up,0.6532
Beach Party,Stealing the Spotlight,0.6532
Church,Evading Arrest,0.6532
Arctic Tundra,Getting Ghosted,0.6532
Circus,Breaking a priceless vase at a museum and trying to glue it back,0.6532
Black-Tie Event,Firing a Friend,0.6532
Shopping Mall,Investigating a Haunting,0.6532
Hardware Store,Trying to escape a maze,0.6532
Military Helicopter,Dealing with a Karen,0.6532
Frozen Tundra,Negotiating a Ransom,0.6532
Tattoo Parlor,Losing Your Passport,0.6532
Clock Tower,Attempting to steal the Declaration of Independence,0.6532
Motel,Waking up in a different country with no memory of how you got there,0.6532
Maze,Finding a treasure map on the back of a fast-food receipt,0.6532
Quarry,Negotiating a Ransom,0.6532
Upscale Hotel Lobby,Trying to escape a maze,0.6532
Graveyard,Getting Friend-Zoned,0.6532
County Fair,Planning a Bank Heist,0.6532
Funeral Home,Drunk Calling the Ex,0.6531
River,Trying to start a fire by rubbing two sticks together,0.6531
Construction Site,Disastrous First Date,0.6531
Underwater,Trying to start a fire by rubbing two sticks together,0.6531
Movie Theater,Alien Abduction Attempt,0.6531
University Quad,Hacking a Secure System,0.6531
Mansion,Performing an Exorcism,0.6531
Car Accident Site,Hiding a Fugitive,0.6531
Lake,Lost in Translation,0.6531
Pirate Ship,Performing an Exorcism,0.6531
Pirate Ship,Attempting to steal the Declaration of Independence,0.6531
Urban Rooftop,Speed Dating,0.6531
Snowy Mountain Peak,Causing a Public Scene,0.6531
Big City Street,Evading Arrest,0.6531
Nursing Home,Asking for a Demotion,0.6531
Fishing Boat,Lost in Translation,0.6531
Carnival,Epic Prank War,0.6531
Dorm Room,Running from the Cops,0.6531
Kitchen,Running Out of Gas,0.6531
Pawn Shop,Pretending to be a psychic to scam tourists,0.6531
Casual Dining Restaurant,3am Drunk Food Run,0.6531
Run-Down Apartment,Cleaning Up After a Massive Party,0.6531
Abandoned Mine,Stranded with No Signal,0.6531
Ice Cave,Getting Locked Out,0.6531
Botanical Garden,Running Out of Gas,0.6531
Museum,Hiding a Fugitive,0.6531
Farmer's Market,Finding a treasure map on the back of a fast-food receipt,0.6531
Taxi Cab,Double Date Drama,0.6531
Arctic Tundra,Hiding a Fugitive,0.653
Beach Party,Discovering a Conspiracy,0.653
Hair Salon,Running into an Ex,0.653
Factory,Getting Locked Out,0.653
Motel,Getting Locked Out,0.653
Jungle,Evading Arrest,0.653
Battlefield,Speed Dating,0.653
Newsroom,Lost in Translation,0.653
Mechanic's Shop,Messy Divorce,0.653
Water Park,Escape Room Disaster,0.653
Video Arcade,Dealing with a Karen,0.653
Public Restroom,Messy Divorce,0.653
Police Station,Hacking a Secure System,0.653
Tool Shed,Evading Arrest,0.653
Nature Hike,Performing an Exorcism,0.653
Circus,Trapped in a revolving door with a mime,0.653
Online,Starting a Bar Fight,0.653
Pub,Arguing Over the Bill,0.653
Military Helicopter,Starting a Cult,0.653
Indoor Shooting Range,High-Stakes Poker Game,0.653
Hospital Room,Alien Abduction Attempt,0.653
Underwater,Ruining the Bride's Dress,0.653
Hot Springs,Causing a Public Scene,0.653
Apartment Building,Discovering a Conspiracy,0.653
Pool Hall,Amateur Ghost Hunting,0.653
Airplane,Getting caught putting a fake bug in your soup for a free meal,0.653
Apartment Building,Alien Abduction Attempt,0.6529
Yacht Party,Emergency Evacuation,0.6529
Carnival,Hiding a Fugitive,0.6529
Gas Station,Losing Your Passport,0.6529
Pharmacy,First Day at a New Job,0.6529
Abandoned Warehouse,Messy Divorce,0.6529
College Campus,Solving a Murder,0.6529
Casual Dining Restaurant,Starting a Bar Fight,0.6529
Cheap Motel,Starting a Cult,0.6529
Greenhouse,Causing a Public Scene,0.6529
River,Negotiating a Ransom,0.6529
Boarding School,Cult Initiation Ceremony,0.6529
Frozen Tundra,Office Holiday Party,0.6529
Farmer's Market,Amateur Ghost Hunting,0.6529
Old Pick-Up Truck,Arguing Over the Bill,0.6529
Movie Set,Getting Locked Out,0.6529
Rainforest,Finding a treasure map on the back of a fast-food receipt,0.6529
Man Cave,Getting Ghosted,0.6529
Fishing Boat,Evading Arrest,0.6529
Movie Theater,Disastrous First Date,0.6529
Museum,Bumping into a Celebrity,0.6529
University Lecture Hall,Causing a Public Scene,0.6529
Public Restroom,Extreme Jet Lag,0.6529
Cemetery,Getting caught putting a fake bug in your soup for a free meal,0.6528
Run-Down Apartment,Alien Abduction Attempt,0.6528
Flower Shop,Backing over your neighbor's prized rose bush,0.6528
Graveyard,Getting caught putting a fake bug in your soup for a free meal,0.6528
Swamp,Running from the Cops,0.6528
Grocery Store,Arguing Over the Bill,0.6528
Gas Station,Performing an Exorcism,0.6528
Astronaut Training Facility,Breaking a priceless vase at a museum and trying to glue it back,0.6528
Parade,Solving a Murder,0.6528
Pool Hall,Starting a Cult,0.6528
Pub,Office Holiday Party,0.6528
Church,Getting caught trying to steal a souvenir from a sacred temple,0.6528
Cave,Breaking a priceless vase at a museum and trying to glue it back,0.6528
Dragon's Lair,Epic Prank War,0.6528
Wedding Reception,Dealing with a Karen,0.6528
Lighthouse,Breaking a priceless vase at a museum and trying to glue it back,0.6528
Barn,Backing over your neighbor's prized rose bush,0.6528
Race Track (Horses),Hacking a Secure System,0.6528
Hotel Room,Waking up drenched in sweat at a partner's house because their sheets are terrible,0.6528
University Lecture Hall,Cult Initiation Ceremony,0.6528
Old Pick-Up Truck,Falling asleep at the wheel of a parked car and screaming when you wake up,0.6528
Caravan,Dealing with a Karen,0.6528
Bookstore,Performing an Exorcism,0.6528
Junkyard,Speed Dating,0.6528
Waterfall,Getting Locked Out,0.6528
Convenience Store,Losing Your Passport,0.6528
Black-Tie Event,Meet-Cute Gone Wrong,0.6528
Shopping Mall,Starting a Bar Fight,0.6528
Beach Party,Escaping a boring party by crawling through a vent,0.6527
Taxi,Discovering a Conspiracy,0.6527
Taxi,Scamming the Scammer,0.6527
Run-Down Apartment,Stranded with No Signal,0.6527
Carnival Funhouse,Starting a Cult,0.6527
On the phone,Forgetting a date's name mid-sentence,0.6527
Quarry,Getting Locked Out,0.6527
Coral Reef,Dealing with a Karen,0.6527
Bonfire,Bumping into a Celebrity,0.6527
Swamp,Getting caught putting a fake bug in your soup for a free meal,0.6527
On the phone,Trapped in a revolving door with a mime,0.6527
Police Station,Attempting to arrest a real police officer,0.6527
Coral Reef,Staging an Intervention,0.6527
Cheap Motel,Muddy Festival Camping,0.6527
Liquor Store,Hiding in a retail store until after it closes,0.6527
Zoo,Getting Friend-Zoned,0.6527
Parade,Attempting to steal the Declaration of Independence,0.6527
Canyon,Negotiating a Ransom,0.6527
Police Car,Getting caught putting a fake bug in your soup for a free meal,0.6527
Police Car,Hacking a Secure System,0.6527
Therapist's Office,Starting a Cult,0.6527
Truck Stop,Bumping into a Celebrity,0.6527
Psychiatric Ward,Disastrous First Date,0.6527
Ancient Ruins,Evading Arrest,0.6527
Pirate Ship,Flirting with the Boss,0.6526
Tree House,Extreme Jet Lag,0.6526
Race Track (Horses),Trying to start a fire by rubbing two sticks together,0.6526
Abandoned Warehouse,3am Drunk Food Run,0.6526
Prison,Getting caught taking selfies at a somber historical monument,0.6526
Castle,Solving a Murder,0.6526
Factory,Breaking a priceless vase at a museum and trying to glue it back,0.6526
Hair Salon,Getting Stood Up,0.6526
Sporting Event,Amateur Ghost Hunting,0.6526
Green Room,Office Holiday Party,0.6526
Water Park,Solving a Murder,0.6526
Bank Vault,Epic Prank War,0.6526
